机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,保荐机构.1,文件链接
全美在线（北京）教育科技,已反馈,主板企业,北京,中信建投证券股份有限公司,包红星&sbquo;李靖,北京金诚同达律师事务所,刘胤宏&sbquo;王明凯&sbquo;焦晓昆,毕马威华振会计师事务所(特殊普通合伙),杨义萍&sbquo;刘洁,否,商务服务业,2019/3/7,80455952,AN201911011370194312,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201911011370194312_1.pdf
全美在线（北京）教育科技,预先披露更新,主板企业,,中信建投证券股份有限公司,,北京金诚同达律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2019/11/7,80455952,AN201911011370194312,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201911011370194312_1.pdf
确成硅化学,已受理,主板企业,江苏,中信建投证券股份有限公司,冷鲲&sbquo;孔林杰,江苏世纪同仁律师事务所,许成宝&sbquo;王长平,立信会计师事务所(特殊普通合伙),张松柏&sbquo;王法亮,否,化学原料和化学制品制造业,2017/7/13,80439109,AN202011241432226012,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202011241432226012_1.pdf
确成硅化学,已反馈,主板企业,江苏,中信建投证券股份有限公司,冷鲲&sbquo;孔林杰,江苏世纪同仁律师事务所,许成宝&sbquo;王长平,立信会计师事务所(特殊普通合伙),张松柏&sbquo;王法亮,否,化学原料和化学制品制造业,2017/10/26,80439109,AN202011241432226012,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202011241432226012_1.pdf
确成硅化学,预先披露更新,主板企业,江苏,中信建投证券股份有限公司,冷鲲&sbquo;孔林杰,江苏世纪同仁律师事务所,王长平&sbquo;华诗影,立信会计师事务所(特殊普通合伙),张松柏&sbquo;王法亮,是,化学原料和化学制品制造业,2018/3/29,80439109,AN202011241432226012,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202011241432226012_1.pdf
确成硅化学,中止审查,主板企业,江苏,中信建投证券股份有限公司,冷鲲&sbquo;孔林杰,江苏世纪同仁律师事务所,许成宝&sbquo;王长平,立信会计师事务所(特殊普通合伙),张松柏&sbquo;王法亮,否,化学原料和化学制品制造业,2017/11/30,80439109,AN202011241432226012,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202011241432226012_1.pdf
确成硅化学,已通过发审会,主板企业,,中信建投证券股份有限公司,,江苏世纪同仁律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/8/20,80439109,AN202011241432226012,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202011241432226012_1.pdf
日播时尚集团,已受理,主板企业,上海,海通证券股份有限公司,杨唤&sbquo;苏海燕,通力律师事务所,陈臻&sbquo;夏慧君,众华会计师事务所(特殊普通合伙),周敏&sbquo;何亮亮,是,纺织服装、服饰业,2017/1/5,80463418,AN201705150581743768,海通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201705150581743768_1.pdf
日播时尚集团,已反馈,主板企业,上海,海通证券股份有限公司,杨唤&sbquo;苏海燕,通力律师事务所,陈臻&sbquo;夏慧君,众华会计师事务所(特殊普通合伙),周敏&sbquo;何亮亮,是,纺织服装、服饰业,2017/1/12,80463418,AN201705150581743768,海通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201705150581743768_1.pdf
日播时尚集团,预先披露更新,主板企业,上海,海通证券股份有限公司,杨唤&sbquo;苏海燕,通力律师事务所,陈臻&sbquo;夏慧君,众华会计师事务所(特殊普通合伙),周敏&sbquo;何亮亮,是,纺织服装、服饰业,2017/4/13,80463418,AN201705150581743768,海通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201705150581743768_1.pdf
日播时尚集团,已通过发审会,主板企业,上海,海通证券股份有限公司,杨唤&sbquo;苏海燕,通力律师事务所,陈臻&sbquo;夏慧君,众华会计师事务所(特殊普通合伙),周敏&sbquo;何亮亮,是,纺织服装、服饰业,2017/4/27,80463418,AN201705150581743768,海通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201705150581743768_1.pdf
瑞达期货,预先披露更新,中小板,厦门,中信证券股份有限公司,姜颖&sbquo;盛梓飞,北京市中伦律师事务所,郭克军&sbquo;姚启明&sbquo;秦大海,致同会计师事务所(特殊普通合伙),陈纹&sbquo;江福源,是,金融业,2017/1/5,80103804,AN201908251345055364,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201908251345055364_1.pdf
瑞达期货,中止审查,中小板,厦门,中信证券股份有限公司,姜颖&sbquo;盛梓飞,北京市中伦律师事务所,郭克军&sbquo;姚启明&sbquo;秦大海,致同会计师事务所(特殊普通合伙),陈纹&sbquo;江福源,是,金融业,2017/10/26,80103804,AN201908251345055364,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201908251345055364_1.pdf
瑞达期货,已通过发审会,中小板,,中信证券股份有限公司,,北京市中伦律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/7/11,80103804,AN201908251345055364,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201908251345055364_1.pdf
瑞鹄汽车模具,已受理,中小板,,安信证券股份有限公司,,北京市竞天公诚律师事务所,,华普天健会计师事务所(特殊普通合伙),,否,,2019/5/16,80479776,AN202008241400851791,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008241400851791_1.pdf
瑞鹄汽车模具,已反馈,中小板,,安信证券股份有限公司,,北京市竞天公诚律师事务所,,华普天健会计师事务所(特殊普通合伙),,是,,2019/7/18,80479776,AN202008241400851791,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008241400851791_1.pdf
瑞鹄汽车模具,预先披露更新,中小板,,安信证券股份有限公司,,北京市竞天公诚律师事务所,,华普天健会计师事务所(特殊普通合伙),,是,,2020/4/10,80479776,AN202008241400851791,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008241400851791_1.pdf
瑞鹄汽车模具,已通过发审会,中小板,,安信证券股份有限公司,,北京市竞天公诚律师事务所,,华普天健会计师事务所(特殊普通合伙),,是,,2020/5/8,80479776,AN202008241400851791,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008241400851791_1.pdf
瑞斯康达科技发展,预先披露更新,主板企业,北京,招商证券股份有限公司,周晋峰&sbquo;孙世俊,北京市中伦律师事务所,桑士东&sbquo;都伟,天健会计师事务所(特殊普通合伙),周重揆&sbquo;刘绍秋,是,计算机、通信和其他电子设备制造业,2017/1/5,80009562,AN201704050476988003,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201704050476988003_1.pdf
瑞斯康达科技发展,已通过发审会,主板企业,北京,招商证券股份有限公司,周晋峰&sbquo;孙世俊,北京市中伦律师事务所,桑士东&sbquo;都伟,天健会计师事务所(特殊普通合伙),周重揆&sbquo;刘绍秋,是,计算机、通信和其他电子设备制造业,2017/3/23,80009562,AN201704050476988003,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201704050476988003_1.pdf
润建通信,已受理,中小板,广西,中信建投证券股份有限公司,张世举&sbquo;韩新科,北京国枫律师事务所,秦桥&sbquo;郭昕,大华会计师事务所(特殊普通合伙),康文军&sbquo;杨利琳,否,软件和信息技术服务业,2017/1/5,80448263,AN201802111090510262,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201802111090510262_1.pdf
润建通信,已反馈,中小板,广西,中信建投证券股份有限公司,张世举&sbquo;韩新科,北京国枫律师事务所,秦桥&sbquo;郭昕,大华会计师事务所(特殊普通合伙),康文军&sbquo;杨利琳,否,软件和信息技术服务业,2017/2/16,80448263,AN201802111090510262,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201802111090510262_1.pdf
润建通信,预先披露更新,中小板,广西,中信建投证券股份有限公司,张世举&sbquo;韩新科,北京国枫律师事务所,秦桥&sbquo;郭昕,大华会计师事务所(特殊普通合伙),康文军&sbquo;杨利琳,是,软件和信息技术服务业,2017/12/28,80448263,AN201802111090510262,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201802111090510262_1.pdf
润建通信,已通过发审会,中小板,广西,中信建投证券股份有限公司,张世举&sbquo;韩新科,北京国枫律师事务所,秦桥&sbquo;郭昕,大华会计师事务所(特殊普通合伙),康文军&sbquo;杨利琳,是,软件和信息技术服务业,2018/1/11,80448263,AN201802111090510262,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201802111090510262_1.pdf
赛克思液压科技,已受理,主板企业,宁波,财通证券股份有限公司,周斌烽&sbquo;刘建毅,北京市金杜律师事务所,陈旭楠&sbquo;冯艾,瑞华会计师事务所(特殊普通合伙),徐殷鹏&sbquo;叶凌超,否,通用设备制造业,2017/12/21,80734446,AN201712221069481306,财通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201712221069481306_1.pdf
赛克思液压科技,已反馈,主板企业,宁波,财通证券股份有限公司,周斌烽&sbquo;刘建毅,北京市金杜律师事务所,陈旭楠&sbquo;冯艾,瑞华会计师事务所(特殊普通合伙),徐殷鹏&sbquo;叶凌超,否,通用设备制造业,2018/2/8,80734446,AN201712221069481306,财通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201712221069481306_1.pdf
赛特威尔电子,已受理,主板企业,宁波,国泰君安证券股份有限公司,陈轶劭&sbquo;云波,北京市康达律师事务所,李赫&sbquo;石志远&sbquo;赵子妍,天职国际会计师事务所(特殊普通合伙),叶慧&sbquo;李靖豪,否,计算机、通信和其他电子设备制造业,2017/6/29,80650855,AN201804131123061845,国泰君安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201804131123061845_1.pdf
赛特威尔电子,已反馈,主板企业,宁波,国泰君安证券股份有限公司,陈轶劭&sbquo;韩文奇,北京市康达律师事务所,李赫&sbquo;石志远,天职国际会计师事务所(特殊普通合伙),叶慧&sbquo;李靖豪,是,计算机、通信和其他电子设备制造业,2017/12/14,80650855,AN201804131123061845,国泰君安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201804131123061845_1.pdf
赛特威尔电子,预先披露更新,主板企业,宁波,国泰君安证券股份有限公司,陈轶劭&sbquo;韩文奇,北京市康达律师事务所,李赫&sbquo;石志远,天职国际会计师事务所(特殊普通合伙),叶慧&sbquo;李靖豪,是,计算机、通信和其他电子设备制造业,2018/4/19,80650855,AN201804131123061845,国泰君安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201804131123061845_1.pdf
赛特威尔电子,中止审查,主板企业,宁波,国泰君安证券股份有限公司,陈轶劭&sbquo;云波,北京市康达律师事务所,李赫&sbquo;石志远&sbquo;赵子妍,天职国际会计师事务所(特殊普通合伙),叶慧&sbquo;李靖豪,否,计算机、通信和其他电子设备制造业,2017/9/28,80650855,AN201804131123061845,国泰君安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201804131123061845_1.pdf
三达膜环境技术,预先披露更新,主板企业,厦门,第一创业摩根大通证券有限责任公司,王晓丹&sbquo;罗浩,国浩律师(上海)事务所,吴小亮&sbquo;周一杰,致同会计师事务所(特殊普通合伙),刘维&sbquo;张慧玲,是,生态保护和环境治理业,2017/1/5,80357630,AN201911111370641410,第一创业摩根大通证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201911111370641410_1.pdf
三达膜环境技术,中止审查,主板企业,厦门,第一创业摩根大通证券有限责任公司,王晓丹&sbquo;罗浩,国浩律师(上海)事务所,吴小亮&sbquo;周一杰,致同会计师事务所(特殊普通合伙),刘维&sbquo;张慧玲,是,生态保护和环境治理业,2017/9/7,80357630,AN201911111370641410,第一创业摩根大通证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201911111370641410_1.pdf
三人行传媒集团,已受理,主板企业,,兴业证券股份有限公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/4/25,80403423,AN202004231378441196,兴业证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004231378441196_1.pdf
三人行传媒集团,已反馈,主板企业,,兴业证券股份有限公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/6,80403423,AN202004231378441196,兴业证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004231378441196_1.pdf
三人行传媒集团,预先披露更新,主板企业,,兴业证券股份有限公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/10/17,80403423,AN202004231378441196,兴业证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004231378441196_1.pdf
三人行传媒集团,已通过发审会,主板企业,,兴业证券股份有限公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/3/5,80403423,AN202004231378441196,兴业证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004231378441196_1.pdf
三羊马（重庆）物流,已受理,中小板,,申港证券股份有限公司,,重庆永和律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2020/12/10,80495161,AN202012091438271413,申港证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012091438271413_1.pdf
三羊马（重庆）物流,已反馈,中小板,,申港证券股份有限公司,,重庆永和律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2021/1/7,80495161,AN202012091438271413,申港证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012091438271413_1.pdf
森林包装集团,已受理,主板企业,,光大证券股份有限公司,,北京国枫律师事务所,,中汇会计师事务所(特殊普通合伙),,否,,2019/6/6,80995309,AN202012081437736656,光大证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012081437736656_1.pdf
森林包装集团,已反馈,主板企业,,光大证券股份有限公司,,北京国枫律师事务所,,中汇会计师事务所(特殊普通合伙),,是,,2019/7/25,80995309,AN202012081437736656,光大证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012081437736656_1.pdf
森林包装集团,预先披露更新,主板企业,,光大证券股份有限公司,,北京国枫律师事务所,,中汇会计师事务所(特殊普通合伙),,是,,2019/12/12,80995309,AN202012081437736656,光大证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012081437736656_1.pdf
森林包装集团,已通过发审会,主板企业,,光大证券股份有限公司,,北京国枫律师事务所,,中汇会计师事务所(特殊普通合伙),,是,,2020/10/29,80995309,AN202012081437736656,光大证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012081437736656_1.pdf
厦门东亚机械工业,已受理,主板企业,厦门,申万宏源证券承销保荐有限责任公司,张圩&sbquo;罗霄,通力律师事务所,翁晓健&sbquo;陈臻&sbquo;陈军,天衡会计师事务所(特殊普通合伙),闵志强&sbquo;汪焕新,否,通用设备制造业,2017/1/5,80605385,AN202010311425240596,申万宏源证券承销保荐有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN202010311425240596_1.pdf
厦门东亚机械工业,已反馈,主板企业,厦门,申万宏源证券承销保荐有限责任公司,张圩&sbquo;罗霄,通力律师事务所,翁晓健&sbquo;陈臻&sbquo;陈军,天衡会计师事务所(特殊普通合伙),闵志强&sbquo;汪焕新,否,通用设备制造业,2017/4/20,80605385,AN202010311425240596,申万宏源证券承销保荐有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN202010311425240596_1.pdf
厦门建霖健康家居,已受理,主板企业,,长江证券承销保荐有限公司,,北京海润天睿律师事务所,,大华会计师事务所(特殊普通合伙),,否,,2019/5/23,80995311,AN202007171392136412,长江证券承销保荐有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007171392136412_1.pdf
厦门建霖健康家居,已反馈,主板企业,,长江证券承销保荐有限公司,,北京海润天睿律师事务所,,大华会计师事务所(特殊普通合伙),,否,,2019/6/27,80995311,AN202007171392136412,长江证券承销保荐有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007171392136412_1.pdf
厦门建霖健康家居,预先披露更新,主板企业,,长江证券承销保荐有限公司,,北京海润天睿律师事务所,,大华会计师事务所(特殊普通合伙),,是,,2020/1/23,80995311,AN202007171392136412,长江证券承销保荐有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007171392136412_1.pdf
厦门建霖健康家居,已通过发审会,主板企业,,长江证券承销保荐有限公司,,北京海润天睿律师事务所,,大华会计师事务所(特殊普通合伙),,是,,2020/4/23,80995311,AN202007171392136412,长江证券承销保荐有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007171392136412_1.pdf
厦门金牌厨柜,已反馈,主板企业,厦门,兴业证券股份有限公司,谢威&sbquo;陈霖,福建至理律师事务所,林涵&sbquo;郝卿,福建华兴会计师事务所(特殊普通合伙),陈航晖&sbquo;林希敏,是,家具制造业,2017/1/5,80278872,AN201704260533856140,兴业证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201704260533856140_1.pdf
